0.1,0.2,0.3,0.5,0.6
0.1092,0.1078,0.1449,0.1645,0.1386
0.072507,0.073378,0.083753,0.089575,0.082719
0.049043,0.049276,0.052891,0.054884,0.052494
0.033341,0.033431,0.034757,0.035489,0.034614
0.022827,0.022861,0.023368,0.023647,0.023313
0.015718,0.015732,0.01593,0.016039,0.015908
0.010871,0.010876,0.010955,0.010998,0.010946
0.0075437,0.0075458,0.0075772,0.0075946,0.0075738
0.0052474,0.0052483,0.005261,0.005268,0.0052596
0.0036566,0.003657,0.0036621,0.0036649,0.0036616
0.0025514,0.0025515,0.0025536,0.0025548,0.0025534
0.0017819,0.0017819,0.0017828,0.0017832,0.0017827
0.0012453,0.0012453,0.0012456,0.0012458,0.0012456
0.00087067,0.00087068,0.00087082,0.0008709,0.00087081
0.00060897,0.00060897,0.00060903,0.00060906,0.00060902
0.00042603,0.00042603,0.00042606,0.00042607,0.00042605
0.0002981,0.0002981,0.00029811,0.00029812,0.00029811
0.00020861,0.00020861,0.00020861,0.00020862,0.00020861
0.000146,0.000146,0.000146,0.000146,0.000146
0.00010218,0.00010218,0.00010218,0.00010218,0.00010218
7.1521e-05,7.1521e-05,7.1522e-05,7.1522e-05,7.1522e-05
5.0061e-05,5.0061e-05,5.0062e-05,5.0062e-05,5.0062e-05
3.5041e-05,3.5041e-05,3.5041e-05,3.5041e-05,3.5041e-05
2.4528e-05,2.4528e-05,2.4528e-05,2.4528e-05,2.4528e-05
1.7169e-05,1.7169e-05,1.7169e-05,1.7169e-05,1.7169e-05
1.2018e-05,1.2018e-05,1.2018e-05,1.2018e-05,1.2018e-05
8.4127e-06,8.4127e-06,8.4127e-06,8.4127e-06,8.4127e-06
5.8888e-06,5.8888e-06,5.8888e-06,5.8888e-06,5.8888e-06
4.1221e-06,4.1221e-06,4.1221e-06,4.1221e-06,4.1221e-06
2.8855e-06,2.8855e-06,2.8855e-06,2.8855e-06,2.8855e-06
2.0198e-06,2.0198e-06,2.0198e-06,2.0198e-06,2.0198e-06
1.4139e-06,1.4139e-06,1.4139e-06,1.4139e-06,1.4139e-06
9.8972e-07,9.8972e-07,9.8972e-07,9.8972e-07,9.8972e-07
6.928e-07,6.928e-07,6.928e-07,6.928e-07,6.928e-07
4.8496e-07,4.8496e-07,4.8496e-07,4.8496e-07,4.8496e-07
3.3947e-07,3.3947e-07,3.3947e-07,3.3947e-07,3.3947e-07
2.3763e-07,2.3763e-07,2.3763e-07,2.3763e-07,2.3763e-07
1.6634e-07,1.6634e-07,1.6634e-07,1.6634e-07,1.6634e-07
1.1644e-07,1.1644e-07,1.1644e-07,1.1644e-07,1.1644e-07
8.1507e-08,8.1507e-08,8.1507e-08,8.1507e-08,8.1507e-08
5.7055e-08,5.7055e-08,5.7055e-08,5.7055e-08,5.7055e-08
3.9939e-08,3.9939e-08,3.9939e-08,3.9939e-08,3.9939e-08
2.7957e-08,2.7957e-08,2.7957e-08,2.7957e-08,2.7957e-08
1.957e-08,1.957e-08,1.957e-08,1.957e-08,1.957e-08
1.3699e-08,1.3699e-08,1.3699e-08,1.3699e-08,1.3699e-08
9.5892e-09,9.5892e-09,9.5892e-09,9.5892e-09,9.5892e-09
