0.1,0.2,0.3,0.5,0.6
0.0615,0.0785,0.10425,0.12125,0.1095
0.03294,0.036651,0.0461,0.051609,0.046448
0.017119,0.018045,0.02171,0.023751,0.021562
0.0088003,0.0090566,0.010502,0.011291,0.010385
0.0044969,0.0045747,0.0051473,0.0054572,0.0050884
0.002288,0.0023136,0.0025409,0.0026633,0.0025147
0.0011602,0.0011692,0.0012594,0.0013079,0.0012484
0.0005867,0.00058999,0.00062578,0.00064501,0.00062126
0.00029601,0.00029725,0.00031145,0.00031908,0.00030963
0.00014908,0.00014955,0.00015518,0.00015821,0.00015445
7.4966e-05,7.5152e-05,7.7385e-05,7.8583e-05,7.7093e-05
3.7654e-05,3.7727e-05,3.8612e-05,3.9087e-05,3.8496e-05
1.8895e-05,1.8924e-05,1.9274e-05,1.9463e-05,1.9228e-05
9.4744e-06,9.4858e-06,9.6248e-06,9.6995e-06,9.6066e-06
4.7479e-06,4.7524e-06,4.8075e-06,4.8371e-06,4.8003e-06
2.3782e-06,2.38e-06,2.4018e-06,2.4136e-06,2.399e-06
1.1908e-06,1.1915e-06,1.2002e-06,1.2048e-06,1.199e-06
5.9607e-07,5.9635e-07,5.9978e-07,6.0162e-07,5.9933e-07
2.983e-07,2.9841e-07,2.9977e-07,3.005e-07,2.9959e-07
1.4925e-07,1.493e-07,1.4984e-07,1.5013e-07,1.4977e-07
7.4669e-08,7.4686e-08,7.49e-08,7.5015e-08,7.4872e-08
3.7351e-08,3.7358e-08,3.7443e-08,3.7488e-08,3.7431e-08
1.8682e-08,1.8685e-08,1.8718e-08,1.8736e-08,1.8714e-08
9.3436e-09,9.3447e-09,9.358e-09,9.3651e-09,9.3562e-09
4.6728e-09,4.6733e-09,4.6785e-09,4.6814e-09,4.6778e-09
2.3368e-09,2.337e-09,2.3391e-09,2.3402e-09,2.3388e-09
1.1686e-09,1.1686e-09,1.1695e-09,1.1699e-09,1.1694e-09
5.8435e-10,5.8438e-10,5.8471e-10,5.8488e-10,5.8466e-10
2.922e-10,2.9221e-10,2.9234e-10,2.9241e-10,2.9232e-10
